"","WB_1","WB_2","WB_3","WB_4","WB_5","WB_6","PBMC_1","PBMC_2","PBMC_3","PBMC_4","PBMC_5","PBMC_6","Gran_1","Gran_2","Gran_3","Gran_4","Gran_5","Gran_6","CD4+_1","CD4+_2","CD4+_3","CD4+_4","CD4+_5","CD4+_6","CD8+_1","CD8+_2","CD8+_3","CD8+_4","CD8+_5","CD8+_6","CD14+_1","CD14+_2","CD14+_3","CD14+_4","CD14+_5","CD14+_6","CD19+_1","CD19+_2","CD19+_3","CD19+_4","CD19+_5","CD19+_6","CD56+_1","CD56+_2","CD56+_3","CD56+_4","CD56+_5","CD56+_6","Neu_1","Neu_2","Neu_3","Neu_4","Neu_5","Neu_6","Eos_1","Eos_2","Eos_3","Eos_4","Eos_5","Eos_6"
"cg27057036",0.8248674,0.8076143,0.8375395,0.8455146,0.8542838,0.8753518,0.798359,0.6935624,0.7434347,0.8162283,0.736365,0.7994765,0.8639987,0.8713517,0.8731382,0.8811175,0.8855218,0.8990844,0.8001441,0.8868333,0.8952759,0.8937162,0.8892108,0.8951984,0.8766869,0.8887065,0.9019574,0.8937549,0.9095742,0.9040305,0.3454407,0.3371328,0.3081769,0.3526962,0.3321746,0.4099732,0.8556148,0.8596862,0.8364192,0.8845104,0.831784,0.9360727,0.8776647,0.8690645,0.8421236,0.8646739,0.8306534,0.8951029,0.8810843,0.88846,0.8911037,0.8946782,0.8770353,0.8837618,0.8666749,0.9130408,0.893739,0.9044075,0.9196491,0.8886955
"cg22694983",0.7959402,0.7711427,0.7827781,0.8016927,0.8151064,0.8215205,0.8006773,0.7149858,0.6368106,0.8051107,0.785516,0.7688631,0.8292877,0.8081907,0.7835083,0.8185459,0.8150632,0.8219879,0.8521114,0.8918611,0.8740019,0.9070317,0.8788638,0.8379425,0.9323289,0.9379432,0.9417007,0.9091397,0.8675775,0.8944639,0.3759064,0.3070374,0.2266956,0.3494774,0.3522407,0.3764567,0.8593781,0.9288432,0.8342705,0.8895299,0.8749489,0.8648934,0.8725959,0.8412673,0.8734746,0.8907629,0.9016774,0.9223488,0.7786912,0.9028409,0.8267449,0.8196278,0.7865325,0.8849511,0.8811418,0.8626043,0.8364478,0.8631873,0.8896855,0.7542799
"cg15310871",0.8710416,0.8368991,0.8621682,0.8560226,0.8422023,0.8461587,0.819833,0.7979922,0.8295889,0.8101469,0.7583637,0.8089517,0.886798,0.9078628,0.8987472,0.8550234,0.8756276,0.8413557,0.852065,0.9531974,0.9129928,0.9211323,0.8933609,0.9262852,0.9740233,0.9617001,0.9668748,0.9637512,0.9631512,0.9680736,0.3934837,0.5817806,0.3500131,0.3255537,0.3325424,0.3420697,0.9662829,0.9675766,0.9349526,0.957334,0.9595051,0.9623042,0.9530481,0.9045773,0.899704,0.9287131,0.8588709,0.9394628,0.862767,0.8759144,0.8761732,0.825871,0.8517478,0.8594055,0.9041651,0.8225464,0.8842868,0.8565455,0.8106479,0.8237075
"cg05612654",0.8697637,0.8047316,0.8426513,0.8488964,0.8467993,0.8611726,0.8354909,0.7588915,0.7903422,0.8403017,0.7309566,0.8499161,0.871269,0.797088,0.8707169,0.803578,0.8752686,0.8675452,0.867854,0.9022043,0.9310788,0.9346218,0.9235138,0.9329978,0.9416744,0.9537505,0.9615997,0.9583492,0.9661511,0.9650134,0.3955893,0.3396267,0.3718646,0.4188222,0.3500573,0.4443857,0.8634766,0.8855773,0.8308383,0.9228999,0.8622899,0.940084,0.943503,0.9032261,0.8862554,0.9277958,0.8713836,0.9487994,0.8766161,0.8398442,0.8653736,0.8200284,0.8601617,0.8932087,0.9048751,0.8833725,0.8928681,0.9014146,0.8899106,0.8956938
"cg12893373",0.8569278,0.73899,0.8188697,0.8075929,0.7917511,0.7964645,0.827163,0.7741545,0.8370838,0.8622714,0.7380832,0.8245812,0.8233945,0.7477795,0.8415156,0.7674463,0.7711127,0.7943104,0.8888402,0.9628995,0.9013584,0.9109185,0.8982025,0.9136005,0.8668676,0.921994,0.9231798,0.9289678,0.925745,0.9405948,0.397895,0.2961013,0.3965163,0.3986973,0.3890235,0.3953055,0.9287219,0.9187726,0.9473301,0.9237758,0.9307457,0.9189594,0.919049,0.8448828,0.8457022,0.9291368,0.8638477,0.9206099,0.7635275,0.7869931,0.7822515,0.7484034,0.748849,0.7990928,0.8223102,0.7992533,0.8263076,0.8195764,0.877631,0.8676557
"cg17601191",0.890521,0.8513981,0.8609719,0.8648893,0.8277671,0.8545909,0.8440312,0.7802836,0.8452251,0.8151862,0.7982522,0.8297692,0.8715103,0.8877186,0.8747408,0.8308353,0.8663618,0.871023,0.8434821,0.8645461,0.9024119,0.8739945,0.8803193,0.8722014,0.9163097,0.8519413,0.9060308,0.8691569,0.9021176,0.8571488,0.4086519,0.3439224,0.3512643,0.385794,0.3704453,0.4339538,0.7445179,0.8245837,0.7546814,0.8275618,0.7990381,0.9100318,0.8645739,0.8455884,0.8543896,0.8634226,0.8382243,0.9378712,0.8706179,0.8512569,0.8349571,0.7939864,0.8777831,0.8790377,0.8369988,0.839714,0.8637125,0.7642337,0.8210801,0.8311388
"cg06601993",0.8286959,0.8444224,0.8656871,0.8425954,0.8603566,0.8852256,0.743993,0.6839886,0.7692567,0.8046051,0.7601926,0.8108582,0.9084828,0.909339,0.8930287,0.9051849,0.8955168,0.915419,0.7787406,0.8727949,0.8844466,0.8606061,0.8904184,0.8747121,0.8245591,0.8603407,0.8900486,0.8773595,0.8991657,0.8799806,0.3809362,0.3227714,0.4433209,0.4137501,0.4245177,0.4069786,0.9010467,0.9174788,0.8916524,0.9177885,0.9264883,0.9130218,0.8335898,0.7917136,0.7915034,0.8617845,0.8157731,0.8565447,0.914826,0.9048281,0.88557,0.9236647,0.9198204,0.8801846,0.8848529,0.8862817,0.9125419,0.8848585,0.906385,0.9005106
"cg07328987",0.8411078,0.8334266,0.7920435,0.800151,0.820333,0.8123375,0.8783857,0.8017447,0.7977771,0.8532463,0.8096249,0.836394,0.8203127,0.7702933,0.7724404,0.7102843,0.7673175,0.7941694,0.8907909,0.9029882,0.9183709,0.9189797,0.9231717,0.9201481,0.9563122,0.9566978,0.9278421,0.9523056,0.8911973,0.9294302,0.3946211,0.3215464,0.3473674,0.4042436,0.4236757,0.424476,0.8886801,0.9019763,0.904992,0.9335106,0.9081528,0.9337468,0.9415976,0.9099965,0.9237866,0.9087539,0.8559135,0.9109206,0.8044553,0.7275488,0.7489887,0.7294041,0.7429589,0.8056715,0.8058939,0.8189917,0.7555069,0.8018554,0.8486771,0.8269477
"cg20433382",0.743497,0.7771744,0.8425807,0.8091269,0.8160135,0.8202794,0.6987598,0.6616906,0.7167771,0.7622612,0.7274531,0.7341355,0.8418019,0.8287523,0.8366616,0.8111317,0.7952167,0.8062807,0.7211429,0.8289889,0.8124218,0.8249097,0.8343389,0.8457127,0.7079048,0.732218,0.8158079,0.8081771,0.8403719,0.8431253,0.3258461,0.2511751,0.3278259,0.4078146,0.321428,0.3773252,0.7494395,0.8854172,0.7411482,0.881855,0.846641,0.8201389,0.6667302,0.6354079,0.7373047,0.8055563,0.7704116,0.806135,0.821683,0.8084851,0.8185168,0.7913794,0.8225718,0.7997894,0.8830172,0.8378809,0.831822,0.7961468,0.8530637,0.8671416
"cg20212077",0.7606044,0.7397225,0.8045247,0.7181324,0.7827543,0.803226,0.6632058,0.6608875,0.7047537,0.7782367,0.7476856,0.7226057,0.8755795,0.7560434,0.7898606,0.7585949,0.8039043,0.846086,0.7224952,0.8655266,0.7967906,0.7850528,0.8957627,0.7134258,0.7616668,0.7778241,0.7314029,0.8057978,0.8820654,0.774635,0.3283971,0.270462,0.3848992,0.2764972,0.3670928,0.3420702,0.7637041,0.8539056,0.7719973,0.8631367,0.8278166,0.8185831,0.6688472,0.7073102,0.7224458,0.7710255,0.6930174,0.7687899,0.8143908,0.7993721,0.7582487,0.8320463,0.8310857,0.8345791,0.8102855,0.73952,0.8104188,0.8417672,0.7595778,0.7995976
"cg07185664",0.8189951,0.7816383,0.8298586,0.8764535,0.7838076,0.8396837,0.7594109,0.7040005,0.7704744,0.8188438,0.7027857,0.7874117,0.8435951,0.8247031,0.8517902,0.8296137,0.8108374,0.8320718,0.8040245,0.8697443,0.856225,0.8337343,0.8629182,0.8934789,0.792616,0.8811483,0.8533313,0.9010518,0.9016167,0.8555606,0.3441454,0.3473305,0.3402416,0.4269203,0.3918118,0.4308376,0.7540091,0.8616943,0.7145299,0.8379638,0.8143696,0.8415631,0.8110904,0.8438173,0.7954488,0.8636411,0.7934799,0.8444907,0.842237,0.8406378,0.8239771,0.8331143,0.8069798,0.8440303,0.8555918,0.8573838,0.8688343,0.9004779,0.8841599,0.887132
"cg00357988",0.755933,0.82247,0.8108338,0.7908549,0.8090258,0.8044565,0.752027,0.7323514,0.7968908,0.8596007,0.7192021,0.8654151,0.7772969,0.7992336,0.7990563,0.7542773,0.7608019,0.8001066,0.813371,0.8644894,0.9069826,0.8587829,0.8860421,0.9225261,0.858067,0.8958262,0.9415078,0.9289469,0.8840159,0.8411553,0.4326306,0.3301255,0.3767259,0.4079504,0.385435,0.4552981,0.8544196,0.9137154,0.8500265,0.8916255,0.8795461,0.908057,0.8732329,0.868971,0.8809537,0.880531,0.8226774,0.8627187,0.8117303,0.7672978,0.8083645,0.7710645,0.7963399,0.7914002,0.8358916,0.8271,0.8365788,0.8567988,0.8707753,0.871381
"cg15450349",0.8408943,0.8155305,0.8109868,0.7867343,0.8252978,0.841244,0.8293444,0.7569186,0.8116478,0.8714091,0.7703939,0.8110145,0.7837475,0.7970924,0.8169497,0.7508358,0.7763255,0.8187375,0.8224879,0.9021522,0.9529597,0.9139492,0.9002334,0.9157988,0.8851275,0.9233452,0.9466881,0.9366541,0.9395845,0.9155001,0.4150572,0.3654564,0.4526223,0.4264389,0.4606538,0.4415908,0.8861483,0.890691,0.8960852,0.8928147,0.9071857,0.9605864,0.8978725,0.8710221,0.8345009,0.893976,0.8727942,0.9002575,0.8294473,0.8147706,0.8332364,0.7871413,0.8574952,0.8384964,0.847263,0.8263118,0.8543289,0.8863795,0.851437,0.8661639
"cg05452742",0.9373649,0.8613518,0.8684776,0.8504197,0.9079858,0.8839664,0.8045794,0.7475752,0.7665861,0.867668,0.7653455,0.8702915,0.9150411,0.9003194,0.9088386,0.9240925,0.924296,0.916133,0.8356886,0.9127231,0.9105018,0.8836526,0.8752621,0.9141555,0.8706103,0.8997998,0.9204325,0.9296909,0.9261187,0.9172255,0.4903217,0.4176291,0.4016387,0.4860841,0.4590276,0.5293331,0.9113343,0.874586,0.886187,0.923241,0.9187673,0.937918,0.9043008,0.8780606,0.8845188,0.9003225,0.8549525,0.8857777,0.900077,0.9257846,0.9286183,0.9127584,0.9440712,0.9016335,0.9063839,0.91107,0.9162963,0.9134982,0.9125058,0.9360941
"cg10967114",0.8732332,0.9131726,0.8965025,0.9064324,0.9020933,0.9213964,0.828706,0.7554816,0.868078,0.8670812,0.7873419,0.867887,0.9131994,0.9056906,0.8971503,0.9186748,0.9415308,0.9244594,0.8452829,0.9251773,0.9289927,0.9367946,0.8956489,0.9505884,0.9425216,0.9524212,0.9721813,0.9229962,0.9515594,0.9299606,0.4883602,0.4172861,0.5089348,0.4716173,0.484428,0.4514379,0.9048834,0.9759316,0.9226875,0.9322135,0.9448166,0.9434235,0.9376765,0.9346819,0.9115708,0.9031585,0.8759782,0.9281657,0.8962551,0.8621301,0.8949927,0.8749227,0.909164,0.9136263,0.8775042,0.7618268,0.8052021,0.7695117,0.844759,0.780442
"cg14872074",0.6680411,0.6618851,0.6892174,0.6363291,0.6600101,0.6293903,0.6442794,0.6174188,0.6329525,0.7108073,0.6512371,0.7113382,0.6969782,0.6939364,0.7043726,0.7099524,0.6432799,0.6781721,0.6365443,0.7565554,0.7233965,0.7938593,0.8379814,0.7418399,0.8461376,0.7572077,0.7630501,0.7278219,0.7925814,0.8251484,0.3385868,0.2655543,0.2815001,0.2949186,0.2463606,0.3404715,0.7351323,0.7233838,0.6769634,0.741526,0.767532,0.7850645,0.7659182,0.7235995,0.7308564,0.7567632,0.7572169,0.7333443,0.6506492,0.7400581,0.6822763,0.7255104,0.6517114,0.7310974,0.7154143,0.7108462,0.76952,0.7594896,0.7356349,0.7597685
"cg00177203",0.8958469,0.8532703,0.885032,0.8726627,0.8858518,0.8906673,0.8218506,0.7780771,0.8568894,0.8546731,0.7955352,0.8616563,0.8940959,0.8854476,0.9147845,0.8805715,0.8584746,0.8667034,0.8511694,0.8945746,0.9149549,0.8926825,0.913096,0.925596,0.9159043,0.9384653,0.9328557,0.9578729,0.9179802,0.9334243,0.488432,0.4158764,0.4569597,0.4736762,0.5117084,0.4921726,0.9195182,0.9231135,0.9381987,0.9381034,0.9203994,0.9390981,0.9281233,0.8887308,0.8675721,0.9123514,0.8782148,0.9195612,0.9255599,0.8881721,0.9037199,0.8836631,0.8716841,0.8961089,0.938776,0.918318,0.9164535,0.8903028,0.9009895,0.936422
"cg21385052",0.8874983,0.8631751,0.9096335,0.9309136,0.9029047,0.9055334,0.8293162,0.7531659,0.825305,0.8564576,0.7742539,0.8159114,0.9238017,0.9311269,0.9468389,0.9356476,0.9320048,0.9213912,0.8271091,0.9359218,0.8916263,0.9074954,0.9002436,0.9568088,0.9251403,0.9118515,0.9364095,0.9249916,0.9426897,0.9348054,0.4884699,0.4437406,0.5097971,0.4901646,0.4803433,0.538929,0.934705,0.9256075,0.904987,0.9398523,0.9168797,0.9354662,0.9103613,0.8856549,0.881784,0.8957216,0.8435539,0.9274132,0.94062,0.9240689,0.9275742,0.9358647,0.9155895,0.9152436,0.9226571,0.8992496,0.9314465,0.9132354,0.922477,0.9195107
"cg04977602",0.6911035,0.6716734,0.6603151,0.581232,0.6238947,0.6684217,0.6730221,0.6284096,0.6450668,0.6389643,0.6117316,0.6954833,0.6702732,0.6368097,0.6395553,0.5550617,0.6355046,0.6506509,0.711732,0.7506906,0.7268001,0.7093836,0.7260774,0.7618567,0.8002056,0.8160982,0.7693156,0.7279206,0.7578808,0.7867763,0.3304967,0.2170708,0.2794416,0.2965002,0.2502168,0.3089414,0.719589,0.7329218,0.6776974,0.7154198,0.7066892,0.7727673,0.7413383,0.6813659,0.7324856,0.7100148,0.6888853,0.7693669,0.6784351,0.663097,0.6180361,0.596463,0.6565733,0.6271685,0.7300841,0.7052154,0.703078,0.6913707,0.7011063,0.7357991
"cg08454015",0.8188809,0.7953307,0.811681,0.8039676,0.8655535,0.8291744,0.7356099,0.6795679,0.7481082,0.7746986,0.7642846,0.7741343,0.8309847,0.8393238,0.8725787,0.8431863,0.8635535,0.8420169,0.7662974,0.8202425,0.8543169,0.8605143,0.8611823,0.8515435,0.7620356,0.8158095,0.8325951,0.8205758,0.8680073,0.8131639,0.4452624,0.3325646,0.4644226,0.405662,0.471664,0.3792979,0.773254,0.8253279,0.7224051,0.8492706,0.8262451,0.8343454,0.7649457,0.7698226,0.801192,0.8249956,0.8102298,0.8133411,0.8852767,0.8359028,0.8959215,0.8811344,0.8963165,0.8477984,0.8513073,0.8464179,0.897318,0.8590993,0.9069244,0.8701977
"cg19380581",0.8598409,0.9167426,0.897679,0.8641653,0.8892688,0.8896732,0.8399823,0.7735766,0.7993476,0.8712839,0.8149385,0.8769645,0.9175522,0.9352614,0.9058935,0.8882554,0.8803563,0.8769796,0.8349777,0.8929441,0.8825741,0.9050946,0.9062947,0.918879,0.8739062,0.9127184,0.9399441,0.9289708,0.9302448,0.9115987,0.5115399,0.481368,0.4635217,0.5042501,0.5109254,0.5497619,0.9095545,0.9161536,0.9134346,0.9183673,0.8899203,0.9164614,0.9403299,0.9065413,0.8546787,0.8960932,0.8675146,0.9117696,0.8978163,0.9024447,0.9176409,0.924073,0.9276702,0.9185094,0.91506,0.8781484,0.8933759,0.9255593,0.9333742,0.9320638
"cg03055440",0.784389,0.8114527,0.7689406,0.7801613,0.7950415,0.8262495,0.7785568,0.7598815,0.7367719,0.8122323,0.7677701,0.8121934,0.7674164,0.7415207,0.7493156,0.7415806,0.7848192,0.8268497,0.7939168,0.892961,0.7827299,0.8917005,0.8529412,0.8748612,0.8872844,0.9007386,0.8888648,0.8850837,0.8545004,0.9071732,0.4020095,0.4934223,0.4426562,0.4467287,0.3876484,0.4721637,0.8900922,0.8852342,0.8852238,0.8901082,0.8983344,0.8921221,0.9008777,0.8738345,0.8600688,0.8960394,0.8180883,0.8821094,0.799814,0.7814557,0.755413,0.793157,0.7747882,0.7928068,0.8697177,0.8461862,0.8127144,0.869592,0.8389417,0.8972316
"cg22081096",0.7547136,0.7805365,0.8240046,0.7809487,0.7437304,0.7943886,0.7473008,0.7135785,0.7761553,0.807242,0.77074,0.8223543,0.7401179,0.6974679,0.8377522,0.7459874,0.7309481,0.8065919,0.8294324,0.8808844,0.8474548,0.8798363,0.881475,0.8634296,0.7366954,0.8386704,0.8874198,0.9039412,0.8873698,0.8656662,0.393636,0.3881224,0.3750633,0.3875938,0.435134,0.4827441,0.8299652,0.8219042,0.7608985,0.8498904,0.8333308,0.8793087,0.7368807,0.7701702,0.8227337,0.8135854,0.8080926,0.8634985,0.7784264,0.7515555,0.7701143,0.715332,0.7625755,0.7805516,0.7226574,0.7397525,0.754471,0.7005384,0.8090563,0.7427717
"cg04710661",0.8287474,0.8577844,0.801513,0.848777,0.7921319,0.8126645,0.7779484,0.7093159,0.7178195,0.7788249,0.7136598,0.8164422,0.8643971,0.8829401,0.823758,0.8759007,0.8300725,0.8121738,0.7659708,0.8627279,0.8939022,0.8573156,0.8463498,0.8588993,0.8719629,0.8893676,0.8753592,0.8532989,0.8758452,0.8501523,0.4607088,0.4407692,0.5314718,0.4707292,0.4170037,0.4191208,0.8012111,0.8703813,0.8397392,0.8373393,0.8355328,0.9069061,0.8205615,0.8530716,0.8353011,0.8439032,0.7787984,0.8341743,0.8401912,0.881723,0.8302272,0.8465528,0.8163714,0.8533217,0.8674034,0.872437,0.8612564,0.8178017,0.8854791,0.8441834
"cg09907068",0.8362974,0.7975772,0.8528593,0.8648125,0.8649566,0.7878762,0.881255,0.8105026,0.7946765,0.8353148,0.814678,0.8677461,0.8424295,0.8038047,0.8119852,0.8516902,0.8551788,0.7920782,0.8618464,0.9059511,0.9680713,0.8830356,0.9525142,0.9236388,0.911077,0.9454479,0.9256774,0.9540605,0.923935,0.9141792,0.503524,0.4984949,0.5185918,0.4507996,0.6302867,0.4790489,0.9270258,0.9473294,0.9567962,0.9255614,0.9241043,0.9415726,0.9561401,0.887218,0.9366751,0.9301514,0.85572,0.9070292,0.8635181,0.8307447,0.8472998,0.8737391,0.8268606,0.808323,0.883462,0.8881839,0.8691263,0.8915123,0.8839561,0.8955137
"cg24446326",0.6727461,0.7299159,0.7404949,0.7379247,0.7480133,0.7424971,0.6703964,0.7123652,0.7183383,0.7623537,0.7531387,0.7444881,0.7100446,0.7361484,0.7879006,0.6898381,0.7124107,0.7197918,0.7565003,0.8213595,0.8259022,0.7943682,0.8249899,0.835886,0.6145022,0.7309161,0.7774244,0.7740669,0.8365873,0.7459709,0.35245,0.3759988,0.4582858,0.3720601,0.3692364,0.4290446,0.7503695,0.8260326,0.7335882,0.8466463,0.8156449,0.8225969,0.6396767,0.6488793,0.6959985,0.7498456,0.7690505,0.7467763,0.7528317,0.751689,0.7613727,0.6883677,0.7101124,0.7422126,0.8179797,0.8280608,0.8445494,0.8398173,0.8314492,0.8706546
"cg02032872",0.898128,0.8886476,0.8841728,0.8641004,0.8591211,0.9140309,0.8521921,0.8235894,0.8084164,0.8834509,0.7816298,0.8946807,0.9083258,0.9266688,0.8906488,0.9030867,0.9167525,0.8833465,0.8462123,0.8921471,0.9032271,0.8905197,0.8912897,0.894357,0.8501927,0.9087529,0.8534841,0.9079384,0.9229134,0.8793965,0.566966,0.5334154,0.4609022,0.520963,0.5032698,0.4802963,0.7474719,0.8514012,0.7718601,0.8509311,0.8433537,0.8909666,0.9069338,0.8993027,0.8850509,0.8939717,0.8701109,0.913084,0.8832508,0.8722203,0.8797147,0.8921487,0.9096412,0.9009681,0.841343,0.8517528,0.8629354,0.8146143,0.8671749,0.8652274
"cg06165982",0.8628181,0.8008205,0.846361,0.8190835,0.8817429,0.8744251,0.8600261,0.8359667,0.9290413,0.8769058,0.8370947,0.870819,0.8104079,0.8371195,0.8347958,0.8392969,0.7407534,0.9025547,0.8724409,0.9355607,0.90006,0.9269354,0.9259315,0.9194011,0.9518141,0.945643,0.9403153,0.9248932,0.9488379,0.9271428,0.5118157,0.4824728,0.494342,0.5896837,0.5719442,0.4942261,0.9250961,0.9602808,0.9618289,0.9499027,0.9549828,0.9159607,0.944436,0.9515105,0.8858649,0.9380846,0.9382368,0.9489265,0.8236249,0.8008571,0.8040107,0.8257134,0.8376378,0.7990801,0.9075859,0.8458473,0.8776971,0.8948656,0.8890766,0.9130897
"cg20860642",0.738856,0.7829245,0.7808594,0.8285569,0.7825452,0.794678,0.6980957,0.7395272,0.7321622,0.7822068,0.7650009,0.7796623,0.734968,0.8237701,0.7602263,0.7934741,0.7463498,0.8141049,0.8154753,0.8762793,0.8078981,0.8739351,0.8712318,0.8720846,0.767852,0.7923105,0.855008,0.850819,0.8873383,0.8882101,0.4269664,0.4420914,0.3932979,0.4671756,0.4011528,0.4590266,0.6858366,0.7474363,0.6749799,0.7248576,0.7194912,0.7674174,0.725677,0.7391073,0.7677367,0.7877876,0.7933717,0.8102062,0.8096003,0.7866672,0.7723448,0.8422658,0.7912167,0.7857784,0.8288779,0.8468359,0.8264753,0.8372135,0.8505632,0.8453135
"cg23497611",0.8335441,0.8377851,0.8345377,0.8900784,0.882604,0.8393949,0.770029,0.7514292,0.7993233,0.8232738,0.7819306,0.8234766,0.8809463,0.8942984,0.8479089,0.8649389,0.9013152,0.8875445,0.7935468,0.8415315,0.8626963,0.8708646,0.9037127,0.8797473,0.8405151,0.8786986,0.8294594,0.8818938,0.8886875,0.8725499,0.5079775,0.4712585,0.4646345,0.5150111,0.5387964,0.524892,0.8231856,0.8866705,0.792798,0.9109223,0.8766624,0.8654258,0.8267781,0.8478787,0.7951664,0.8711146,0.8334118,0.9169956,0.9006055,0.8792703,0.8508496,0.8846966,0.8954183,0.8750668,0.86062,0.9088304,0.8301491,0.8575002,0.8975711,0.8414913
"cg03224812",0.8398289,0.8360459,0.8637964,0.8253271,0.8348726,0.800415,0.768938,0.7464179,0.8273112,0.8064015,0.7920636,0.828406,0.8322682,0.824893,0.8359269,0.8194979,0.8403278,0.8117271,0.8377996,0.8751296,0.8971779,0.8671434,0.8631912,0.8649997,0.9145205,0.9174118,0.9239986,0.8876832,0.8909781,0.8765706,0.4947353,0.4862615,0.5309758,0.4976999,0.5698281,0.4416861,0.8603822,0.8612982,0.8733373,0.8499529,0.8588374,0.8820776,0.8729287,0.8491491,0.8960148,0.8740818,0.8275847,0.8850169,0.8569095,0.8226943,0.8713262,0.8091064,0.8417599,0.8135015,0.8571917,0.854461,0.8825627,0.8317629,0.8693836,0.853541
"cg26338202",0.8585593,0.8902091,0.8276432,0.8053787,0.8464894,0.8305226,0.8306936,0.8310964,0.8139208,0.7763361,0.7558202,0.7835198,0.8706296,0.8757294,0.8722904,0.8646123,0.8360538,0.8774384,0.8363238,0.8745323,0.8711077,0.7993545,0.8703486,0.8244173,0.8564627,0.8576707,0.882442,0.8174371,0.843317,0.8637964,0.7108383,0.7269458,0.5027857,0.2641559,0.525618,0.3036007,0.843179,0.8671162,0.8274733,0.8628489,0.869641,0.859488,0.8430464,0.8254381,0.7949921,0.7989809,0.7988984,0.8215806,0.8799461,0.8638455,0.8611078,0.8406735,0.8483389,0.8509523,0.8767047,0.8715368,0.8826725,0.8418228,0.883368,0.8671253
"cg07795766",0.8946457,0.9046728,0.9491672,0.9268282,0.946414,0.9157581,0.899087,0.8946201,0.9214018,0.9238808,0.8911924,0.9247727,0.9286551,0.9104323,0.948838,0.9141037,0.9181565,0.9532981,0.8924437,0.939391,0.9378556,0.9586849,0.9500652,0.9168449,0.9354901,0.9614125,0.9381223,0.9636479,0.9713436,0.9578226,0.614078,0.5695078,0.6578775,0.6165416,0.5552864,0.5972664,0.9580365,0.9443641,0.9565668,0.9629652,0.9681815,0.9733956,0.9559155,0.9542319,0.9618275,0.9399256,0.9263058,0.9698215,0.9242055,0.9029685,0.9354763,0.9347422,0.9723466,0.9399696,0.9242992,0.9418397,0.9544095,0.9532555,0.9443654,0.9603176
"cg21935981",0.8816625,0.8775064,0.9094911,0.8897831,0.9198532,0.8969093,0.845353,0.8001629,0.9032791,0.8621061,0.7918702,0.8878111,0.9171838,0.9169884,0.9281707,0.9261516,0.9314407,0.9377971,0.8755583,0.9305849,0.9543846,0.9182461,0.921313,0.9497916,0.9568385,0.9542962,0.9456188,0.9603771,0.9481439,0.9562823,0.578564,0.5783482,0.6489683,0.5787309,0.5421108,0.5848048,0.9231195,0.9603447,0.9515641,0.9414476,0.9573841,0.9757662,0.8972798,0.9200653,0.9172926,0.9219233,0.869282,0.9692712,0.9015948,0.9000047,0.9321905,0.9264222,0.9169925,0.9210062,0.906282,0.910969,0.9440065,0.920736,0.940496,0.9479135
"cg01941278",0.8026047,0.7928695,0.7685937,0.829034,0.7919288,0.7957655,0.7975691,0.7516516,0.80729,0.7810355,0.7776283,0.8162953,0.8661588,0.8216523,0.8204272,0.8020745,0.8149469,0.8176491,0.8243763,0.8849007,0.87386,0.8569423,0.8583319,0.8868819,0.8589211,0.8673812,0.8959769,0.8728609,0.882583,0.8796624,0.5581379,0.5048083,0.5105566,0.519139,0.4667448,0.468864,0.8514973,0.881649,0.8248412,0.9049811,0.8615437,0.8766386,0.8400582,0.7526904,0.7934812,0.815725,0.7676833,0.8390356,0.8775664,0.825939,0.8274166,0.8084716,0.8351471,0.8236916,0.8810372,0.8433701,0.8465405,0.8365168,0.8467059,0.8554257
"cg18010348",0.8825155,0.7960103,0.9206446,0.8636985,0.9304989,0.896786,0.8490053,0.7549547,0.8059087,0.867574,0.8281289,0.8581632,0.9417533,0.8990444,0.8999817,0.8948443,0.940766,0.8581235,0.8593296,0.8707549,0.816041,0.8612857,0.8843951,0.9003607,0.8319133,0.8583188,0.8588769,0.8509837,0.8747198,0.8866769,0.529084,0.5210416,0.5915108,0.5846344,0.5356104,0.5966891,0.8968011,0.9350892,0.8946846,0.9408017,0.8980895,0.9043069,0.8943967,0.872306,0.8629535,0.8491948,0.8617133,0.8112874,0.9044003,0.8987643,0.9072227,0.9083565,0.9344127,0.9242969,0.9277663,0.9090723,0.9183003,0.8695703,0.8940656,0.9669939
"cg18642425",0.8884512,0.8631038,0.888263,0.9123475,0.8790365,0.8720146,0.886178,0.80729,0.8587282,0.8926316,0.8661557,0.8522663,0.9058594,0.8638461,0.8772595,0.87838,0.8754171,0.8724422,0.8966628,0.9530028,0.9060019,0.9296169,0.9330464,0.9418355,0.9087589,0.9513601,0.9709959,0.9401445,0.9533723,0.9555448,0.6305359,0.5562483,0.6477151,0.5957868,0.5277317,0.5584841,0.9396407,0.9486473,0.9403228,0.9494978,0.9334823,0.9253808,0.9205304,0.9214678,0.9339518,0.9130444,0.8750528,0.9449062,0.9074496,0.8587006,0.8938348,0.8774467,0.8834102,0.8967124,0.9185925,0.9254928,0.9265747,0.9111079,0.9192419,0.939032
